name,phone,email,email_host,website,category,address,city,state,zip,country,google_rank,facebook_url,instagram_url,twitter_url,linkedin_url,googlestars,googlereviewscount,yelpstars,yelpreviewscount,facebookstars,facebookreviewscount,facebookpixel,googlepixel,criteopixel,seo_schema,googleanalytics,linkedinanalytics,uses_wordpress,mobilefriendly,uses_shopify,domain_registration,domain_expiration,domain_registrar,domain_nameserver,instagram_name,instagram_is_verified,instagram_is_business_account,instagram_media_count,instagram_highlight_reel_count,instagram_followers,instagram_following,instagram_category,instagram_average_likes,instagram_average_comments,ads_yelp,ads_facebook,ads_instagram,ads_messenger,ads_adwords,g_maps,g_maps_claimed,search_keyword,search_city
Punch Bowl Social,14696076880,johanna@feedmedia.com,proofpoint.com,https://punchbowlsocial.com/location/dallas/,Restaurant,2600 Main St,Dallas,TX,75226,US,,,https://www.instagram.com/punchbowlsocial,,https://www.linkedin.com/company/punch-bowl-social,4.1,1534,3.5,377,,,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Punch Bowl Social,1,1,1778,9,88505,644,Entrepreneur,111,32,,,,,,"https://maps.google.com/maps/place/Punch+Bowl+Social/@32.7829197,-96.7859009,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x5EFD28C4FD8901A8!8m2!3d32.7829197!4d-96.7859009",claimed,Restaurants,Dallas
Serious Pizza,14699499234,james@milkshakeconcepts.com,outlook.com,https://www.seriouspizza.com/,Pizza restaurant,2807 Elm St,Dallas,TX,75226,US,,https://www.facebook.com/seriouspizzadeepellum,https://www.instagram.com/seriouspizza,,,4,6168,3.2,1377,2.5,65,y,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Serious Pizza,,1,996,5,20646,12,Entrepreneur,17,1,1,,,,,https://g.page/SeriousPizza,claimed,Restaurants,Dallas
rise soufflé - Dallas,12143669900,brian@risesouffle.com,google.com,http://www.risesouffle.com/,French restaurant,5360 W Lovers Ln #220,Dallas,TX,75209,US,,https://www.facebook.com/risesouffle,https://www.instagram.com/risesouffle,https://www.twitter.com/risesouffle,https://www.linkedin.com/company/rise-souffle,4.7,1763,4.4,2048,,,n,y,n,n,y,n,n,y,n,1970-01-01,1970-01-01,Dreamhost,dreamhost.com,rise souffle,,1,2284,6,33819,48,Restaurant,1143,16,,1,1,1,,"https://maps.google.com/maps/place/rise+soufflé+-+Dallas/@32.8502004,-96.8201974,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xA15F87441D5A1E00!8m2!3d32.8502004!4d-96.8201974",claimed,Restaurants,Dallas
Wing Bucket,14696202190,nhat@wingbucket.com,self_hosted,https://www.wingbucket.com/,Chicken restaurant,2642 Elm St,Dallas,TX,75226,US,,,,,,3.9,328,3.8,630,,,n,n,n,y,n,n,n,n,n,1970-01-01,1970-01-01,Bluehost,aws.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Wing+Bucket/@32.7842449,-96.7848546,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x70DECC3171FB979C!8m2!3d32.7842449!4d-96.7848546",claimed,Restaurants,Dallas
Celebration Restaurant & Catering,12143515681,sgalvan@celebrationrestaurant.com,mimecast.com,https://celebrationrestaurant.com/,Southern restaurant (US),4503 W Lovers Ln,Dallas,TX,75209,US,,https://www.facebook.com/celebrationrestaurant,https://www.instagram.com/celebrationrestaurant,https://www.twitter.com/1971celebration,https://www.linkedin.com/company/celebration-catering,4.6,2986,,,4.3,620,n,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Network Solutions,worldnic.com,Celebration Restaurant,,1,631,7,2858,1567,American Restaurant,13,,,,,,,"https://maps.google.com/maps/place/Celebration+Restaurant+&+Catering/@32.8515811,-96.8332822,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xA890A8A6FB3AFBE7!8m2!3d32.8515811!4d-96.8332822",claimed,Restaurants,Dallas
Maple & Motor,12145224400,catering@mapleandmotor.com,google.com,http://mapleandmotor.com/,Hamburger restaurant,4810 Maple Ave,Dallas,TX,75219,US,,,,https://www.twitter.com/mapleandmotor,,4.6,3455,4,1752,,,n,y,n,n,n,n,n,y,n,1970-01-01,1970-01-01,Network Solutions,wix.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Maple+&+Motor/@32.8151984,-96.8270631,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x102C95229ED86B63!8m2!3d32.8151984!4d-96.8270631",claimed,Restaurants,Dallas
Sabaidee Lao & Thai Street Food,12145206868,sabaideedallas@gmail.com,google.com,http://sabaidee.us/,Thai restaurant,5200 Lemmon Ave #100,Dallas,TX,75209,US,,,https://www.instagram.com/sabaideefood,,,4.3,667,,,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,siteground.net,,1,1,710,7,31389,883,Restaurant,3032,24,,,,,,https://g.page/SabaideeFood,claimed,Restaurants,Dallas
Hillside Tavern,12148880152,melissalovetristan@ymail.com,yahoo.com,https://dallashillsidetavern.com/,Bar,6465 E Mockingbird Ln Ste. #386,Dallas,TX,75214,US,,,https://www.instagram.com/htdallas_,,,4.3,200,,,,,n,n,n,n,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Hillside Tavern,,1,563,,1050,527,Gastropub,11,,,,,,,"https://maps.google.com/maps/place/Hillside+Tavern/@32.8369913,-96.750071,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x5AA541DE37923FEC!8m2!3d32.8369913!4d-96.750071",claimed,Restaurants,Dallas
Montlake Cut,12147398220,mlc@mlcdallas.com,google.com,http://www.mlcdallas.com/,Seafood restaurant,8220 Westchester Dr b,Dallas,TX,75225,US,,,,,,4.5,331,,,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,siteground.net,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Montlake+Cut/@32.8632398,-96.806443,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x5443CCF0B793CE97!8m2!3d32.8632398!4d-96.806443",claimed,Restaurants,Dallas
Royal China Restaurant,12143611771,s.lee@royalchinadallas.com,networksolutions.com,http://royalchinadallas.com/,Chinese restaurant,6025 Royal Ln #201,Dallas,TX,75230,US,,https://www.facebook.com/royalchinadallas,https://www.instagram.com/royalchina_dallas,,,4.3,1928,,,4.3,272,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Tucows Domains,squarespacedns.com,Royal China,,1,57,4,7048,24,Chinese Restaurant,314,15,,,,,,https://g.page/Royalchinadallas,claimed,Restaurants,Dallas
Mercat Bistro,12149530917,hello@mercatbistro.com,mimecast.com,https://www.mercatbistro.com/,European restaurant,2501 N Harwood St Suite 225,Dallas,TX,75201,US,,,https://www.instagram.com/mercatbistro,,,4.4,1065,4.1,659,,,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,Wild West Domains,mediatemple.net,Mercat Bistro | French Bistro in Uptown Dallas,,1,1609,6,15219,144,Restaurants,163,3,,,,,,"https://maps.google.com/maps/place/Mercat+Bistro/@32.7918831,-96.8061712,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x8306B1A77F88795D!8m2!3d32.7918831!4d-96.8061712",claimed,Restaurants,Dallas
Le Bilboquet,14697302937,info@lebilboquetdallas.com,google.com,https://lebilboquetdallas.com/,French restaurant,4514 Travis St UNIT 124,Dallas,TX,75205,US,,https://www.facebook.com/lebilboquetdallas,https://www.instagram.com/lebilboquetdallas,,,4.3,413,,,4.5,754,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,1,2258,6,15268,2138,French Restaurant,14,1,,,1,,,"https://maps.google.com/maps/place/Le+Bilboquet/@32.8221654,-96.7909271,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x628D1CFF281C505E!8m2!3d32.8221654!4d-96.7909271",claimed,Restaurants,Dallas
Oddfellows,12149445958,eat@oddfellowsdallas.com,google.com,http://oddfellowsdallas.com/,American restaurant,316 W Seventh St,Dallas,TX,75208,US,,,https://www.instagram.com/oddfellowsoc,,,4.3,3065,3.5,1654,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,wix.com,Oddfellows,,1,3965,5,15137,679,Digital creator,62,2,,,,,,"https://maps.google.com/maps/place/Oddfellows/@32.7488496,-96.8273722,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x955CB8E1D6E85147!8m2!3d32.7488496!4d-96.8273722",claimed,Restaurants,Dallas
José,12148915673,events@jose.mx,outlook.com,http://www.jose.mx/,Mexican restaurant,4931 W Lovers Ln,Dallas,TX,75209,US,,,https://www.instagram.com/joseonlovers,,,4.4,1334,,,,,n,y,n,y,y,n,n,y,n,,,,,Jose,,1,941,5,14631,968,Restaurant,17,1,,,,,,"https://maps.google.com/maps/place/José/@32.8515498,-96.8255996,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xAB6B34CE327E9C6!8m2!3d32.8515498!4d-96.8255996",claimed,Restaurants,Dallas
Amore Italian Bistro,12147390502,info@amoreitalianbistro.com,proofpoint.com,http://amoreitalianbistro.com/,Italian restaurant,6931 Snider Plaza,Dallas,TX,75205,US,,,https://www.instagram.com/amoreitalianbistro,,,4.6,262,,,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Amore Italian Bistro,,1,,1,264,79,,2,1,,,,,,"https://maps.google.com/maps/place/Amore+Italian+Bistro/@32.8500635,-96.7881702,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xE694626FD19031F9!8m2!3d32.8500635!4d-96.7881702",claimed,Restaurants,Dallas
R D Kitchen,12148907900,,,https://rd-kitchen.com/locations/dallas/,New American restaurant,8300 Preston Center Plaza,Dallas,TX,75225,US,,https://www.facebook.com/rdkitchendallas,https://www.instagram.com/therdkitchens,,https://www.linkedin.com/company/r-d-kitchen,4.5,832,,,4,384,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,R+D Kitchen Restaurants,,1,178,4,10107,142,Restaurant,221,3,,,,,,"https://maps.google.com/maps/place/R+D+Kitchen/@32.8633298,-96.8025839,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x9A9A0B740029329D!8m2!3d32.8633298!4d-96.8025839",claimed,Restaurants,Dallas
Koryo Korean BBQ,12142727486,koryo@jyhospitality.com,outlook.com,http://eatkoryo.com/,Korean barbecue restaurant,2560 Royal Ln #105,Dallas,TX,75229,US,,,https://www.instagram.com/koryobbq,,,4.3,1725,,,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Squarespace Domains,squarespacedns.com,KORYO,,1,58,1,2021,115,Korean Restaurant,380,88,,,,,,"https://maps.google.com/maps/place/Koryo+Korean+BBQ/@32.8954801,-96.8932366,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xC5266947C58BFE2B!8m2!3d32.8954801!4d-96.8932366",claimed,Restaurants,Dallas
Maple Leaf Diner,12144341626,info@mldiner.com,outlook.com,http://mldiner.com/,Canadian restaurant,12817 Preston Rd #129,Dallas,TX,75230,US,,,,,https://www.linkedin.com/company/maple-leaf-diner,4.7,5002,,,,,n,n,n,y,n,n,n,n,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,,,,https://g.page/MapleLeafDiner,claimed,Restaurants,Dallas
Kenny's Wood Fired Grill,19723929663,j.pierce@kennysfood.com,outlook.com,http://www.kennyswoodfiredgrill.com/,Steak house,5000 Belt Line Rd Suite 775,Dallas,TX,75254,US,,https://www.facebook.com/kennyswoodfiredgrill,https://www.instagram.com/kennysrestaurantgroup,https://www.twitter.com/kennyswoodgrill,https://www.linkedin.com/company/kenny's-wood-fired-grill-l.p.,4.7,3972,,,4.4,1166,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Kenny's Restaurant Group,,,352,,1598,79,,14,1,,,,,,"https://maps.google.com/maps/place/Kenny's+Wood+Fired+Grill/@32.9533806,-96.8236567,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x4678157AE6676472!8m2!3d32.9533806!4d-96.8236567",claimed,Restaurants,Dallas
Fairmont Dallas,12147202020,singapore@fairmont.com,trendmicro.com,https://www.fairmont.com/dallas/,Hotel,1717 N Akard St,Dallas,TX,75201,US,,,,,https://www.linkedin.com/company/fairmont-jaipur,4.4,5691,,,,,n,n,n,n,n,y,n,n,n,1970-01-01,1970-01-01,Csc Corporate Domains,cscdns.net,,,,,,,,,,,,,,,1,"https://maps.google.com/maps/place/Fairmont+Dallas/@32.7857161,-96.8017967,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xB0A6805FC3F84DF0!8m2!3d32.7857161!4d-96.8017967",claimed,Restaurants,Dallas
Cattleack Barbeque,19728050999,todd@cattleackbbq.com,google.com,http://cattleackbbq.com/,Barbecue restaurant,13628 Gamma Rd,Farmers Branch,TX,75244,US,,,https://www.instagram.com/cattleackbbq,https://www.twitter.com/cattleackbbq,,4.6,2024,,,,,n,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Bluehost,bluehost.com,Cattleack Barbeque,,1,1502,2,51047,1644,Barbecue Restaurant,1386,30,,,,,,"https://maps.google.com/maps/place/Cattleack+Barbeque/@32.9346139,-96.8362604,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xF86D4818CE969F08!8m2!3d32.9346139!4d-96.8362604",claimed,Restaurants,Dallas
St. Paul Cafe,12149697753,gfelton@firstdallas.org,outlook.com,https://www.firstdallas.org/ministries/st-paul-cafe/,Cafe,1707 San Jacinto St,Dallas,TX,75201,US,,,https://www.instagram.com/firstdallas,https://www.twitter.com/firstdallas,https://www.linkedin.com/company/first-baptist-church-of-dallas,4.4,188,,,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Network Solutions,att.net,First Baptist Dallas,,1,3556,6,12668,135,Non-Profits & Religious Organizations,67,2,,,,,1,"https://maps.google.com/maps/place/St.+Paul+Cafe/@32.7854184,-96.7996268,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x92E4959315223C8F!8m2!3d32.7854184!4d-96.7996268",claimed,Restaurants,Dallas
Maskaras Mexican Grill,14694669282,maskarasllc@gmail.com,google.com,http://www.maskarasmexicangrill.com/,Mexican restaurant,2423 W Kiest Blvd,Dallas,TX,75233,US,,https://www.facebook.com/maskarasmexicangrill,https://www.instagram.com/maskarasmexicangrill,https://www.twitter.com/maskarasmxgrill,,4.5,2136,,,4.5,623,n,y,n,y,y,n,y,n,n,1970-01-01,1970-01-01,Bluehost,bluehost.com,Maskaras Mexican Grill,,1,4392,14,15556,511,Mexican Restaurant,42,1,,,,,,https://g.page/MaskarasMexicanGrill,claimed,Restaurants,Dallas
Normas Cafe,12149464711,catering@normascafe.com,google.com,http://www.normascafe.com/,Diner,1123 W Davis St,Dallas,TX,75208,US,,,https://www.instagram.com/normascafe,https://www.twitter.com/normascafe,,4.5,5522,4.1,653,,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,Network Solutions,spillover.com,Norma's Cafe,,1,2563,7,18660,864,Restaurant,24,3,1,,,,,https://g.page/NormasCafeNorthDallas,claimed,Restaurants,Dallas
Smoky Rose,14697765655,info@smokyrose.com,outlook.com,https://www.smokyrose.com/,Tex-Mex restaurant,8602 Garland Rd,Dallas,TX,75218,US,,,https://www.instagram.com/dallassmokyrose,https://www.twitter.com/dallassmokyrose,,4.1,3064,,,,,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,Network Solutions,worldnic.com,Smoky Rose,,1,1265,4,12611,457,Restaurant,25,1,,,,,,https://g.page/smokyrosedallas,claimed,Restaurants,Dallas
Mamas Daughters Diner,12147428646,lauren@mamasdaughtersdiner.com,mailprotector.com,https://www.mamasdaughtersdiner.com/location/mamas-daughters-diner-dallas-design-district/,Diner,2014 Irving Blvd,Dallas,TX,75207,US,,,,,https://www.linkedin.com/company/mamas-daughters-dinner,4.5,3283,3.9,570,,,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,mediatemple.net,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Mamas+Daughters+Diner/@32.7952723,-96.8280906,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xBE004D27954202BA!8m2!3d32.7952723!4d-96.8280906",claimed,Restaurants,Dallas
No.1 Plus Chicken - Dallas,19724889100,ashreypark@gmail.com,google.com,https://no1pluschicken.com/,Korean restaurant,2240 Royal Ln #103,Dallas,TX,75229,US,,,,,,4.6,1032,,,,,n,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Automattic,wordpress.com,,,,,,,,,,,,,,,,https://g.page/pluschicken,claimed,Restaurants,Dallas
Lavendou Bistro Provincial,19722481911,provencial@aol.com,aol.com,https://www.lavendou.com/,French restaurant,19009 Preston Rd #200,Dallas,TX,75252,US,,https://www.facebook.com/lavendou,https://www.instagram.com/lavendoubistro,,,4.6,1049,,,4.4,270,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,Network Solutions,aws.com,Lavendou Bistro Provincial,,1,753,2,4466,306,Restaurants,8,,,,,,,"https://maps.google.com/maps/place/Lavendou+Bistro+Provincial/@33.0068008,-96.7963365,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xD666011FBEDA36C7!8m2!3d33.0068008!4d-96.7963365",claimed,Restaurants,Dallas
Chamberlains Steak & Fish,19729342467,jeffrey.barkertx@verizon.net,verizon.net,https://www.chamberlainssteakhouse.com/,Steak house,5330 Belt Line Rd,Dallas,TX,75254,US,,,https://www.instagram.com/chamberlainssteak,https://www.twitter.com/chamberlainstk,https://www.linkedin.com/company/chamberlain's-steak-house,4.7,2376,,,,,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,Register.com,siteground.net,Chamberlain's Steak,,1,1214,3,2891,171,Restaurants,10,,,,,,,"https://maps.google.com/maps/place/Chamberlains+Steak+&+Fish/@32.9537113,-96.8147873,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x7EFE0BD203361F2E!8m2!3d32.9537113!4d-96.8147873",claimed,Restaurants,Dallas
Midtown Pizza,19729808707,orders@midtownpizzadfw.com,outlook.com,http://www.midtownpizzadfw.com/,Vegan restaurant,5782 Alpha Rd,Dallas,TX,75240,US,,,https://www.instagram.com/midtownpizzadfw,https://www.twitter.com/midtownpizzadfw,,4.4,326,,,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,wix.com,David Taylor,,,19,,133,223,,11,1,,,,,,https://g.page/dallas-kosher-pizza,claimed,Restaurants,Dallas
Romas Pizza & Italian Restaurant,12143730500,manager@romasdallas.com,siteground.com,https://romasdallas.com/,Italian restaurant,7033 Greenville Ave,Dallas,TX,75231,US,,,https://www.instagram.com/romasitaliadallas,https://www.twitter.com/romasdallas,https://www.linkedin.com/company/romaspizzadallas,4.5,1497,,,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Tucows Domains,siteground.net,Roma's Italian Restaurant,,1,352,,1964,4406,Italian Restaurant,5,1,,,,,,https://g.page/romasdallas,claimed,Restaurants,Dallas
Pei Wei Asian Kitchen,12149650007,liz.janeway@peiwei.com,outlook.com,https://www.peiwei.com/texas/88-uptownplaza,Chinese restaurant,2222 McKinney Ave Suite 100,Dallas,TX,75201,US,,,https://www.instagram.com/peiweiasiankitchen,https://www.twitter.com/peiwei,https://www.linkedin.com/company/peiwei,4.5,1295,,,,,n,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,cloudflare.com,Pei Wei Asian Kitchen,1,1,2101,8,22710,70,Chinese Restaurant,50,4,,,,,1,"https://maps.google.com/maps/place/Pei+Wei+Asian+Kitchen/@32.7927992,-96.8019654,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x2D9C28C5C6281482!8m2!3d32.7927992!4d-96.8019654",claimed,Restaurants,Dallas
Aldeez Afribbean Restaurant & Lounge,12147316590,events@aldeez.com,self_hosted,http://aldeez.com/,Caribbean restaurant,3950 Rosemeade Pkwy Suite 100,Dallas,TX,75287,US,,,,,,4.2,1268,,,,,y,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,hostupon.com,,,,,,,,,,,,,,,,https://g.page/Aldeez,claimed,Restaurants,Dallas
Zolis NY Pizza,14697549654,jeff@pilfgroup.com,google.com,http://zolispizza.com/,Pizza restaurant,14910 Midway Rd,Addison,TX,75001,US,,,https://www.instagram.com/zolisnypizza,https://www.twitter.com/zolisnypizza,,4.5,2078,,,,,y,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,Bluehost,bluehost.com,"Zoli's NY Pizza, Bro",,1,3675,15,20260,402,Restaurants,54,3,,,,,1,https://g.page/zolisnypizza,claimed,Restaurants,Dallas
Sahara Mediterranean Restaurant,19727881898,info@thesahararestaurant.com,google.com,http://www.thesahararestaurant.com/,Mediterranean restaurant,5441 Alpha Rd #112,Dallas,TX,75240,US,,,,,,4.2,826,,,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Network Solutions,wix.com,,,,,,,,,,,,,,,,https://g.page/Mediterranean-restaurant-dallas,claimed,Restaurants,Dallas
Hat Creek Burger Company,14692063305,party@hatcreekburgers.com,outlook.com,https://hatcreekburgers.com/,Hamburger restaurant,8185 Walnut Hill Ln,Dallas,TX,75231,US,,,https://www.instagram.com/hatcreekburgers,https://www.twitter.com/hatcreekburgers,,4.4,1277,,,,,y,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Hat Creek Burger Company,,1,2338,7,21760,878,Restaurants,211,23,,,,,,"https://maps.google.com/maps/place/Hat+Creek+Burger+Company/@32.8826286,-96.7656391,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x597B343BB7EE48FA!8m2!3d32.8826286!4d-96.7656391",claimed,Restaurants,Dallas
Cadot Restaurant,19722675700,cadotrestaurant@att.net,yahoo.com,http://www.cadotrestaurant.com/,French restaurant,18111 Preston Rd Ste. 120,Dallas,TX,75252,US,,,https://www.instagram.com/cadotrestaurant,,,4.5,518,,,,,n,n,n,y,n,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,dallaswebdesignandhosting.com,Cadot Restaurant,,,6,,144,46,,12,1,,,,,,https://g.page/cadotrestaurant,claimed,Restaurants,Dallas
MoMos Pasta,12145213009,ghomi1@aol.com,aol.com,https://www.momospasta.com/,Italian restaurant,11910 Preston Rd Stress Lab 1,Dallas,TX,75230,US,,,https://www.instagram.com/havieru,,,4.4,475,,,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Enameco,dotster.com,Javier,,,1718,,214,512,,13,,,,,,,"https://maps.google.com/maps/place/MoMos+Pasta/@32.9104636,-96.8017561,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x30113C1196823FE4!8m2!3d32.9104636!4d-96.8017561",claimed,Restaurants,Dallas
III Forks,19722671776,mczaus@croinc.com,mimecast.com,http://www.3forks.com/,Steak house,1303 Legacy Dr,Frisco,TX,75034,US,,,https://www.instagram.com/3forks,https://www.twitter.com/3forks,https://www.linkedin.com/company/iii-forks,4.6,2252,,,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Network Solutions,dnsmadeeasy.com,III Forks Steakhouse,,1,476,1,2278,238,Restaurant,5,,,,,,1,"https://maps.google.com/maps/place/III+Forks/@33.0886967,-96.839841,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x4F36527CEC01E5EC!8m2!3d33.0886967!4d-96.839841",claimed,Restaurants,Dallas
Dickey's Barbecue Pit,12147602400,giftcards@dickeys.com,proofpoint.com,https://www.dickeys.com/locations/Texas/Dallas/renaissance-tower,Restaurant,1201 Main St Dallas Ste,Dallas,TX,75202,US,,https://www.facebook.com/dickeysmiddleeast,https://www.instagram.com/dickeysbarbecuepit,,https://www.linkedin.com/company/dickey,4,93,2.4,67,5,5,y,n,n,y,y,n,n,y,n,1970-01-01,1970-01-01,Network Solutions,worldnic.com,Dickey's Barbecue Pit Official,1,1,1961,22,40910,6740,Barbecue Restaurant,44663,222,,,1,,,https://g.page/Dickeys-BBQ-Josey-at-Forest,claimed,Restaurants,Dallas
Shuri African Restaurant,19728638820,shuriafricanrestaurant.shop@gmail.com,google.com,https://shuriafricanrestaurant.shop/,African restaurant,9410 Walnut St,Dallas,TX,75243,US,,,https://www.instagram.com/reel,,,4,678,,,,,n,y,n,y,y,n,n,y,n,,,,,Reel Media House.,,1,3,1,9509507,20,Entrepreneur,178259,2034,,,,,,"https://maps.google.com/maps/place/Shuri+African+Restaurant/@32.923283,-96.7362376,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x4C4C54C43C88752B!8m2!3d32.923283!4d-96.7362376",claimed,Restaurants,Dallas
Republic Texas Tavern,19723856004,events@republic1836.net,proofpoint.com,https://republic1836.net/,Restaurant,12300 Inwood Rd Ste 170,Dallas,TX,75244,US,,,https://www.instagram.com/republic1836,https://www.twitter.com/taverntexas,,4.6,644,,,,,n,y,n,n,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Republic1836,,1,824,3,14,,Restaurants,21,1,,,,,,"https://maps.google.com/maps/place/Republic+Texas+Tavern/@32.9155111,-96.8174417,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x66672070F4F45916!8m2!3d32.9155111!4d-96.8174417",claimed,Restaurants,Dallas
Via Real Restaurant,19726509001,admin@viareal.com,google.com,http://www.viareal.com/,Fine dining restaurant,4020 N MacArthur Blvd Suite 100,Irving,TX,75038,US,,,,https://www.twitter.com/viareal,https://www.linkedin.com/company/via-real-restaurant,4.7,2438,,,,,n,y,n,n,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Via+Real+Restaurant/@32.8612601,-96.9572122,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xEEEC21EED6AEE306!8m2!3d32.8612601!4d-96.9572122",claimed,Restaurants,Dallas
Fuel City Dallas,12144260011,nmclane@fuelcity.com,outlook.com,https://www.fuelcity.com/,Convenience Store,801 S Riverfront Blvd,Dallas,TX,75207,US,,,https://www.instagram.com/wearefuelcity,https://www.twitter.com/wearefuelcity,https://www.linkedin.com/company/fuel-city,3.9,901,4.1,1300,,,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,FUEL CITY,,,1353,7,4747,792,,14,1,,,,,,"https://maps.google.com/maps/place/Fuel+City+Dallas/@32.766982,-96.8071936,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x5F8A79061D2E4AD!8m2!3d32.766982!4d-96.8071936",claimed,Restaurants,Dallas
